year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2018,MotoGP,1,QAT,Losail,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,14,2,55,MY,165.4,+20.299
2018,MotoGP,1,QAT,Losail,2160,"Abraham, Karel",Angel Nieto Team,Ducati,15,1,17,CZ,165.2,+23.287
2018,MotoGP,1,QAT,Losail,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,16,0,12,CH,165.2,+24.189
2018,MotoGP,1,QAT,Losail,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,17,0,30,JP,165.2,+24.554
2018,MotoGP,1,QAT,Losail,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,18,0,38,GB,164.7,+31.704
2018,MotoGP,1,QAT,Losail,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,19,0,41,ES,164.5,+34.712
2018,MotoGP,1,QAT,Losail,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,20,0,45,GB,164.3,+37.641
2018,MotoGP,1,QAT,Losail,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,21,0,10,BE,163.7,+46.706
2018,MotoGP,1,QAT,Losail,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,-1,0,44,ES,165.1,7 Laps
2018,MotoGP,1,QAT,Losail,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,166.2,10 Laps
2018,MotoGP,1,QAT,Losail,2058,"Lorenzo, Jorge",Ducati Team,Ducati,-1,0,99,ES,166.0,10 Laps
2018,MotoGP,2,ARG,Río Hondo,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,1,25,35,GB,170.4,40'36.342
2018,MotoGP,2,ARG,Río Hondo,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,2,20,5,FR,170.4,+0.251
2018,MotoGP,2,ARG,Río Hondo,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,3,16,42,ES,170.2,+2.501
2018,MotoGP,2,ARG,Río Hondo,2445,"Miller, Jack",Alma Pramac Racing,Ducati,4,13,43,AU,170.1,+4.390
2018,MotoGP,2,ARG,Río Hondo,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,5,11,25,ES,169.3,+14.941
2018,MotoGP,2,ARG,Río Hondo,2055,"Dovizioso, Andrea",Ducati Team,Ducati,6,10,4,IT,168.8,+22.533
2018,MotoGP,2,ARG,Río Hondo,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,7,9,53,ES,168.8,+23.026
2018,MotoGP,2,ARG,Río Hondo,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,8,8,29,IT,168.7,+23.921
2018,MotoGP,2,ARG,Río Hondo,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,9,7,55,MY,168.7,+24.311
2018,MotoGP,2,ARG,Río Hondo,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,10,6,9,IT,168.6,+26.003
2018,MotoGP,2,ARG,Río Hondo,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,168.2,+31.022
2018,MotoGP,2,ARG,Río Hondo,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,12,4,45,GB,168.2,+31.891
2018,MotoGP,2,ARG,Río Hondo,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,13,3,30,JP,168.1,+32.452
2018,MotoGP,2,ARG,Río Hondo,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,14,2,21,IT,167.5,+42.061
2018,MotoGP,2,ARG,Río Hondo,2058,"Lorenzo, Jorge",Ducati Team,Ducati,15,1,99,ES,167.5,+42.274
2018,MotoGP,2,ARG,Río Hondo,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,16,0,19,ES,167.5,+42.625
2018,MotoGP,2,ARG,Río Hondo,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,17,0,12,CH,167.4,+43.350
2018,MotoGP,2,ARG,Río Hondo,2293,"Marquez, Marc",Repsol Honda Team,Honda,18,0,93,ES,169.4,+43.860
2018,MotoGP,2,ARG,Río Hondo,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,19,0,46,IT,166.8,+52.082
2018,MotoGP,2,ARG,Río Hondo,2160,"Abraham, Karel",Angel Nieto Team,Ducati,20,0,17,CZ,166.0,+1'03.944
2018,MotoGP,2,ARG,Río Hondo,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,21,0,10,BE,165.6,+1'10.144
2018,MotoGP,2,ARG,Río Hondo,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,-1,0,38,GB,167.2,7 Laps
2018,MotoGP,2,ARG,Río Hondo,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,166.2,11 Laps
2018,MotoGP,2,ARG,Río Hondo,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-4,0,26,ES,,0 Lap
2018,MotoGP,3,AME,Texas,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,158.0,41'52.002
2018,MotoGP,3,AME,Texas,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,2,20,25,ES,157.7,+3.560
2018,MotoGP,3,AME,Texas,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,3,16,29,IT,157.5,+6.704
2018,MotoGP,3,AME,Texas,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,4,13,46,IT,157.4,+9.587
2018,MotoGP,3,AME,Texas,2055,"Dovizioso, Andrea",Ducati Team,Ducati,5,11,4,IT,157.1,+13.570
2018,MotoGP,3,AME,Texas,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,6,10,5,FR,157.1,+14.231
2018,MotoGP,3,AME,Texas,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,7,9,26,ES,156.8,+18.201
2018,MotoGP,3,AME,Texas,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,8,8,53,ES,156.2,+28.537
2018,MotoGP,3,AME,Texas,2445,"Miller, Jack",Alma Pramac Racing,Ducati,9,7,43,AU,156.2,+28.671
2018,MotoGP,3,AME,Texas,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,10,6,41,ES,156.2,+28.875
2018,MotoGP,3,AME,Texas,2058,"Lorenzo, Jorge",Ducati Team,Ducati,11,5,99,ES,156.0,+31.355
2018,MotoGP,3,AME,Texas,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,12,4,9,IT,155.8,+34.993
2018,MotoGP,3,AME,Texas,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,13,3,44,ES,155.7,+37.264
2018,MotoGP,3,AME,Texas,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,14,2,30,JP,155.5,+39.335
2018,MotoGP,3,AME,Texas,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,15,1,19,ES,155.4,+40.887
2018,MotoGP,3,AME,Texas,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,16,0,38,GB,155.0,+48.475
2018,MotoGP,3,AME,Texas,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,17,0,45,GB,154.9,+49.995
2018,MotoGP,3,AME,Texas,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,18,0,12,CH,154.8,+51.115
2018,MotoGP,3,AME,Texas,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,19,0,35,GB,154.5,+59.055
2018,MotoGP,3,AME,Texas,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,20,0,10,BE,154.3,+59.747
2018,MotoGP,3,AME,Texas,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,21,0,21,IT,154.2,+1'00.513
2018,MotoGP,3,AME,Texas,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,156.7,10 Laps
2018,MotoGP,3,AME,Texas,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,-1,0,55,MY,156.0,12 Laps
2018,MotoGP,3,AME,Texas,2160,"Abraham, Karel",Angel Nieto Team,Ducati,-1,0,17,CZ,149.3,12 Laps
2018,MotoGP,4,SPA,Jerez,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,159.2,41'39.678
2018,MotoGP,4,SPA,Jerez,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,2,20,5,FR,158.9,+5.241
2018,MotoGP,4,SPA,Jerez,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,3,16,29,IT,158.7,+8.214
2018,MotoGP,4,SPA,Jerez,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,4,13,9,IT,158.7,+8.617
2018,MotoGP,4,SPA,Jerez,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,5,11,46,IT,158.6,+8.743
2018,MotoGP,4,SPA,Jerez,2445,"Miller, Jack",Alma Pramac Racing,Ducati,6,10,43,AU,158.6,+9.768
2018,MotoGP,4,SPA,Jerez,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,7,9,25,ES,158.3,+13.543
2018,MotoGP,4,SPA,Jerez,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,8,8,19,ES,158.3,+14.076
2018,MotoGP,4,SPA,Jerez,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,9,7,21,IT,158.1,+16.822
2018,MotoGP,4,SPA,Jerez,2037,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,10,6,36,FI,158.0,+19.405
2018,MotoGP,4,SPA,Jerez,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,157.9,+21.149
2018,MotoGP,4,SPA,Jerez,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,12,4,30,JP,157.9,+21.174
2018,MotoGP,4,SPA,Jerez,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,13,3,38,GB,157.8,+21.765
2018,MotoGP,4,SPA,Jerez,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,14,2,53,ES,157.8,+22.103
2018,MotoGP,4,SPA,Jerez,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,15,1,45,GB,156.9,+36.755
2018,MotoGP,4,SPA,Jerez,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,16,0,55,MY,156.6,+41.861
2018,MotoGP,4,SPA,Jerez,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,17,0,10,BE,156.1,+49.241
2018,MotoGP,4,SPA,Jerez,2160,"Abraham, Karel",Angel Nieto Team,Ducati,18,0,17,CZ,150.3,1 Lap
2018,MotoGP,4,SPA,Jerez,2058,"Lorenzo, Jorge",Ducati Team,Ducati,-1,0,99,ES,159.3,8 Laps
2018,MotoGP,4,SPA,Jerez,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,159.3,8 Laps
2018,MotoGP,4,SPA,Jerez,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,26,ES,159.3,8 Laps
2018,MotoGP,4,SPA,Jerez,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,-1,0,35,GB,155.4,9 Laps
2018,MotoGP,4,SPA,Jerez,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,-1,0,12,CH,157.0,14 Laps
2018,MotoGP,4,SPA,Jerez,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,157.9,20 Laps
2018,MotoGP,4,SPA,Jerez,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-4,0,41,ES,,0 Lap
2018,MotoGP,5,FRA,Le Mans,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,162.0,41'49.773
2018,MotoGP,5,FRA,Le Mans,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,2,20,9,IT,161.9,+2.310
2018,MotoGP,5,FRA,Le Mans,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,161.7,+5.350
2018,MotoGP,5,FRA,Le Mans,2445,"Miller, Jack",Alma Pramac Racing,Ducati,4,13,43,AU,161.6,+6.314
2018,MotoGP,5,FRA,Le Mans,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,5,11,26,ES,161.6,+7.419
2018,MotoGP,5,FRA,Le Mans,2058,"Lorenzo, Jorge",Ducati Team,Ducati,6,10,99,ES,161.4,+10.355
2018,MotoGP,5,FRA,Le Mans,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,7,9,25,ES,160.5,+23.758
2018,MotoGP,5,FRA,Le Mans,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,8,8,35,GB,160.4,+25.795
2018,MotoGP,5,FRA,Le Mans,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,9,7,41,ES,160.4,+26.206
2018,MotoGP,5,FRA,Le Mans,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,10,6,42,ES,160.2,+27.937
2018,MotoGP,5,FRA,Le Mans,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,160.0,+32.304
2018,MotoGP,5,FRA,Le Mans,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,12,4,55,MY,159.8,+34.962
2018,MotoGP,5,FRA,Le Mans,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,13,3,21,IT,159.6,+37.881
2018,MotoGP,5,FRA,Le Mans,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,14,2,38,GB,159.6,+38.299
2018,MotoGP,5,FRA,Le Mans,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,15,1,30,JP,159.4,+41.986
2018,MotoGP,5,FRA,Le Mans,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,16,0,12,CH,159.2,+45.260
2018,MotoGP,5,FRA,Le Mans,2160,"Abraham, Karel",Angel Nieto Team,Ducati,17,0,17,CZ,158.4,+56.872
2018,MotoGP,5,FRA,Le Mans,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,18,0,10,BE,157.5,+1'12.117
2018,MotoGP,5,FRA,Le Mans,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,-1,0,45,GB,158.5,17 Laps
2018,MotoGP,5,FRA,Le Mans,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,-1,0,53,ES,147.3,17 Laps
2018,MotoGP,5,FRA,Le Mans,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,-1,0,5,FR,148.2,19 Laps
2018,MotoGP,5,FRA,Le Mans,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,160.3,23 Laps
2018,MotoGP,5,FRA,Le Mans,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,-1,0,19,ES,149.0,26 Laps
2018,MotoGP,5,FRA,Le Mans,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,-4,0,29,IT,,0 Lap
2018,MotoGP,6,ITA,Mugello,2058,"Lorenzo, Jorge",Ducati Team,Ducati,1,25,99,ES,173.4,41'43.230
2018,MotoGP,6,ITA,Mugello,2055,"Dovizioso, Andrea",Ducati Team,Ducati,2,20,4,IT,173.0,+6.370
2018,MotoGP,6,ITA,Mugello,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,173.0,+6.629
2018,MotoGP,6,ITA,Mugello,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,4,13,29,IT,172.9,+7.885
2018,MotoGP,6,ITA,Mugello,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,5,11,42,ES,172.9,+7.907
2018,MotoGP,6,ITA,Mugello,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,6,10,35,GB,172.8,+9.120
2018,MotoGP,6,ITA,Mugello,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,7,9,9,IT,172.7,+10.898
2018,MotoGP,6,ITA,Mugello,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,8,8,25,ES,172.7,+11.060
2018,MotoGP,6,ITA,Mugello,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,172.7,+11.154
2018,MotoGP,6,ITA,Mugello,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,10,6,5,FR,172.2,+17.644
2018,MotoGP,6,ITA,Mugello,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,172.0,+20.256
2018,MotoGP,6,ITA,Mugello,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,12,4,55,MY,171.9,+22.435
2018,MotoGP,6,ITA,Mugello,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,13,3,53,ES,171.9,+22.464
2018,MotoGP,6,ITA,Mugello,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,14,2,38,GB,171.9,+22.495
2018,MotoGP,6,ITA,Mugello,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,15,1,21,IT,171.6,+26.644
2018,MotoGP,6,ITA,Mugello,2293,"Marquez, Marc",Repsol Honda Team,Honda,16,0,93,ES,170.8,+39.311
2018,MotoGP,6,ITA,Mugello,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,17,0,10,BE,169.3,+1'01.211
2018,MotoGP,6,ITA,Mugello,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,18,0,30,JP,133.0,5 Laps
2018,MotoGP,6,ITA,Mugello,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,172.0,4 Laps
2018,MotoGP,6,ITA,Mugello,2445,"Miller, Jack",Alma Pramac Racing,Ducati,-1,0,43,AU,161.8,22 Laps
2018,MotoGP,6,ITA,Mugello,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,-1,0,12,CH,158.6,22 Laps
2018,MotoGP,6,ITA,Mugello,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-4,0,26,ES,,0 Lap
2018,MotoGP,6,ITA,Mugello,2160,"Abraham, Karel",Angel Nieto Team,Ducati,-4,0,17,CZ,,0 Lap
2018,MotoGP,6,ITA,Mugello,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,-4,0,45,GB,,0 Lap
2018,MotoGP,7,CAT,Catalunya,2058,"Lorenzo, Jorge",Ducati Team,Ducati,1,25,99,ES,165.6,40'13.566
2018,MotoGP,7,CAT,Catalunya,2293,"Marquez, Marc",Repsol Honda Team,Honda,2,20,93,ES,165.3,+4.479
2018,MotoGP,7,CAT,Catalunya,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,3,16,46,IT,165.2,+6.098
2018,MotoGP,7,CAT,Catalunya,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,4,13,35,GB,164.9,+9.805
2018,MotoGP,7,CAT,Catalunya,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,5,11,26,ES,164.9,+10.640
2018,MotoGP,7,CAT,Catalunya,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,6,10,25,ES,164.8,+10.798
2018,MotoGP,7,CAT,Catalunya,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,7,9,5,FR,164.7,+13.432
2018,MotoGP,7,CAT,Catalunya,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,8,8,9,IT,164.6,+15.055
2018,MotoGP,7,CAT,Catalunya,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,164.1,+22.057
2018,MotoGP,7,CAT,Catalunya,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,10,6,29,IT,163.9,+24.141
2018,MotoGP,7,CAT,Catalunya,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,11,5,44,ES,163.1,+36.560
2018,MotoGP,7,CAT,Catalunya,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,12,4,45,GB,163.0,+38.229
2018,MotoGP,7,CAT,Catalunya,2160,"Abraham, Karel",Angel Nieto Team,Ducati,13,3,17,CZ,160.2,+1'21.526
2018,MotoGP,7,CAT,Catalunya,2517,"Morbidelli, Franco","EG 0,0 Marc VDS",Honda,14,2,21,IT,139.1,3 Laps
2018,MotoGP,7,CAT,Catalunya,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,-1,0,55,MY,164.3,4 Laps
2018,MotoGP,7,CAT,Catalunya,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,-1,0,53,ES,164.3,6 Laps
2018,MotoGP,7,CAT,Catalunya,2445,"Miller, Jack",Alma Pramac Racing,Ducati,-1,0,43,AU,164.3,7 Laps
2018,MotoGP,7,CAT,Catalunya,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,-1,0,38,GB,162.8,11 Laps
2018,MotoGP,7,CAT,Catalunya,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,-1,0,30,JP,162.8,11 Laps
2018,MotoGP,7,CAT,Catalunya,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,156.9,13 Laps
2018,MotoGP,7,CAT,Catalunya,2055,"Dovizioso, Andrea",Ducati Team,Ducati,-1,0,4,IT,164.8,16 Laps
2018,MotoGP,7,CAT,Catalunya,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,-1,0,10,BE,160.4,17 Laps
2018,MotoGP,7,CAT,Catalunya,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,161.1,20 Laps
2018,MotoGP,7,CAT,Catalunya,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,-1,0,12,CH,159.1,21 Laps
2018,MotoGP,7,CAT,Catalunya,1990,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,-1,0,50,FR,155.5,22 Laps
2018,MotoGP,7,CAT,Catalunya,2037,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,-4,0,36,FI,,0 Lap
2018,MotoGP,8,NED,Assen,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,171.8,41'13.863
2018,MotoGP,8,NED,Assen,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,2,20,42,ES,171.6,+2.269
2018,MotoGP,8,NED,Assen,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,3,16,25,ES,171.6,+2.308
2018,MotoGP,8,NED,Assen,2055,"Dovizioso, Andrea",Ducati Team,Ducati,4,13,4,IT,171.6,+2.422
2018,MotoGP,8,NED,Assen,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,5,11,46,IT,171.6,+2.963
2018,MotoGP,8,NED,Assen,2425,"Crutchlow, Cal",LCR Honda CASTROL,Honda,6,10,35,GB,171.5,+3.876
2018,MotoGP,8,NED,Assen,2058,"Lorenzo, Jorge",Ducati Team,Ducati,7,9,99,ES,171.5,+4.462
2018,MotoGP,8,NED,Assen,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,8,8,5,FR,171.3,+7.001
2018,MotoGP,8,NED,Assen,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,9,7,19,ES,171.3,+7.541
2018,MotoGP,8,NED,Assen,2445,"Miller, Jack",Alma Pramac Racing,Ducati,10,6,43,AU,170.9,+13.056
2018,MotoGP,8,NED,Assen,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,11,5,29,IT,171.0,+14.255
2018,MotoGP,8,NED,Assen,2218,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,12,4,44,ES,170.7,+15.876
2018,MotoGP,8,NED,Assen,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,13,3,41,ES,170.7,+15.986
2018,MotoGP,8,NED,Assen,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,14,2,45,GB,170.7,+16.019
2018,MotoGP,8,NED,Assen,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,15,1,26,ES,170.7,+16.043
2018,MotoGP,8,NED,Assen,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,16,0,53,ES,170.7,+16.416
2018,MotoGP,8,NED,Assen,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,17,0,38,GB,169.8,+29.073
2018,MotoGP,8,NED,Assen,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,18,0,55,MY,169.5,+33.824
2018,MotoGP,8,NED,Assen,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,19,0,30,JP,169.6,+34.037
2018,MotoGP,8,NED,Assen,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,20,0,12,CH,168.5,+47.853
2018,MotoGP,8,NED,Assen,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,-1,0,9,IT,170.9,9 Laps
2018,MotoGP,8,NED,Assen,2388,"Simeon, Xavier",Reale Avintia Racing,Ducati,-1,0,10,BE,156.7,9 Laps
2018,MotoGP,8,NED,Assen,2160,"Abraham, Karel",Angel Nieto Team,Ducati,-1,0,17,CZ,165.9,15 Laps
2018,MotoGP,9,GER,Sachsenring,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,160.8,41'05.019
2018,MotoGP,9,GER,Sachsenring,1762,"Rossi, Valentino",Movistar Yamaha MotoGP,Yamaha,2,20,46,IT,160.6,+2.196
2018,MotoGP,9,GER,Sachsenring,2428,"Viñales, Maverick",Movistar Yamaha MotoGP,Yamaha,3,16,25,ES,160.6,+2.776
2018,MotoGP,9,GER,Sachsenring,2464,"Petrucci, Danilo",Alma Pramac Racing,Ducati,4,13,9,IT,160.6,+3.376
2018,MotoGP,9,GER,Sachsenring,2059,"Bautista, Alvaro",Angel Nieto Team,Ducati,5,11,19,ES,160.5,+5.183
2018,MotoGP,9,GER,Sachsenring,2058,"Lorenzo, Jorge",Ducati Team,Ducati,6,10,99,ES,160.4,+5.780
2018,MotoGP,9,GER,Sachsenring,2055,"Dovizioso, Andrea",Ducati Team,Ducati,7,9,4,IT,160.3,+7.941
2018,MotoGP,9,GER,Sachsenring,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,8,8,26,ES,160.0,+12.711
2018,MotoGP,9,GER,Sachsenring,2330,"Zarco, Johann",Monster Yamaha Tech 3,Yamaha,9,7,5,FR,159.9,+14.428
2018,MotoGP,9,GER,Sachsenring,2206,"Smith, Bradley",Red Bull KTM Factory Racing,KTM,10,6,38,GB,159.4,+21.474
2018,MotoGP,9,GER,Sachsenring,2459,"Syahrin, Hafizh",Monster Yamaha Tech 3,Yamaha,11,5,55,MY,159.1,+25.809
2018,MotoGP,9,GER,Sachsenring,2158,"Iannone, Andrea",Team SUZUKI ECSTAR,Suzuki,12,4,29,IT,159.1,+25.963
2018,MotoGP,9,GER,Sachsenring,2202,"Rabat, Tito",Reale Avintia Racing,Ducati,13,3,53,ES,158.9,+29.040
2018,MotoGP,9,GER,Sachsenring,2445,"Miller, Jack",Alma Pramac Racing,Ducati,14,2,43,AU,158.9,+29.325
2018,MotoGP,9,GER,Sachsenring,2288,"Redding, Scott",Aprilia Racing Team Gresini,Aprilia,15,1,45,GB,158.6,+34.123
2018,MotoGP,9,GER,Sachsenring,2174,"Bradl, Stefan","EG 0,0 Marc VDS",Honda,16,0,6,DE,158.3,+38.207
2018,MotoGP,9,GER,Sachsenring,2075,"Luthi, Thomas","EG 0,0 Marc VDS",Honda,17,0,12,CH,157.6,+49.369
